SalesKey,DateKey,ProductKey,CustomerKey,CategoryKey,ColorKey,BrandKey,GeoKey,CountryKey,Quantity,NetPrice
79,20080101,1666,15709,5,5,2,24,1,1,16.0455
80,20080101,1666,15723,5,5,2,42,1,1,16.0455
81,20080101,1666,15724,5,5,2,37,1,1,16.0455
82,20080101,1666,16453,5,5,2,35,1,1,16.0455
83,20080101,1666,16460,5,5,2,12,1,1,16.0455
84,20080101,1666,16461,5,5,2,24,1,1,16.0455
85,20080101,1666,16528,5,5,2,30,1,1,16.0455
86,20080101,1666,16529,5,5,2,39,1,1,16.0455
87,20080101,1666,16530,5,5,2,21,1,1,16.0455
88,20080101,1666,16616,5,5,2,43,1,1,16.0455
89,20080101,1666,16620,5,5,2,24,1,1,16.0455
90,20080101,1666,16621,5,5,2,28,1,1,16.0455
91,20080101,1666,16622,5,5,2,38,1,1,16.0455
92,20080101,1666,16631,5,5,2,24,1,1,16.0455
93,20080101,1666,16632,5,5,2,20,1,1,16.0455
94,20080101,1666,16641,5,5,2,30,1,1,16.0455
95,20080101,1666,16642,5,5,2,44,1,1,16.0455
96,20080101,1666,16646,5,5,2,45,1,1,16.0455
97,20080101,1666,16647,5,5,2,40,1,1,16.0455
98,20080101,1666,16648,5,5,2,5,1,1,16.0455
99,20080101,1666,16662,5,5,2,31,1,1,16.0455
100,20080101,1666,16664,5,5,2,27,1,1,16.0455
101,20080101,1666,16665,5,5,2,26,1,1,16.0455
102,20080101,1666,17076,5,5,2,1,1,1,16.0455
103,20080101,1666,17077,5,5,2,34,1,1,16.0455
104,20080101,1666,17084,5,5,2,2,1,1,16.0455
105,20080101,1666,17085,5,5,2,16,1,1,16.0455
106,20080101,1666,17147,5,5,2,23,1,1,16.0455
107,20080101,1666,17236,5,5,2,45,1,1,16.0455
108,20080101,1666,17237,5,5,2,46,1,1,16.0455
109,20080101,1666,17238,5,5,2,42,1,1,16.0455
110,20080101,1666,17239,5,5,2,22,1,1,16.0455
111,20080101,1666,17243,5,5,2,24,1,1,16.0455
112,20080101,1666,17244,5,5,2,36,1,1,16.0455
113,20080101,1666,17245,5,5,2,32,1,1,16.0455
114,20080101,1666,17253,5,5,2,9,1,1,16.0455
115,20080101,1666,17254,5,5,2,26,1,1,16.0455
116,20080101,1666,17260,5,5,2,38,1,1,16.0455
117,20080101,1666,17268,5,5,2,15,1,1,16.0455
118,20080101,1666,17269,5,5,2,30,1,1,16.0455
119,20080101,1666,17288,5,5,2,30,1,1,16.0455
120,20080101,1666,17289,5,5,2,30,1,1,16.0455
121,20080101,1666,17290,5,5,2,34,1,1,16.0455
122,20080101,1666,18049,5,5,2,16,1,1,16.0455
123,20080101,1666,18128,5,5,2,28,1,1,16.0455
124,20080101,1666,18129,5,5,2,17,1,1,16.0455
125,20080101,1666,18130,5,5,2,5,1,1,16.0455
126,20080101,1666,18220,5,5,2,24,1,1,16.0455
127,20080101,1666,18221,5,5,2,28,1,1,16.0455
128,20080101,1666,18222,5,5,2,20,1,1,16.0455
129,20080101,1666,18229,5,5,2,9,1,1,16.0455
130,20080101,1666,18235,5,5,2,46,1,1,16.0455
131,20080101,1666,18236,5,5,2,44,1,1,16.0455
132,20080101,1666,18237,5,5,2,44,1,1,16.0455
133,20080101,1666,18239,5,5,2,32,1,1,16.0455
134,20080101,1666,18240,5,5,2,32,1,1,16.0455
135,20080101,1666,18244,5,5,2,2,1,1,16.0455
136,20080101,1666,18245,5,5,2,24,1,1,16.0455
137,20080101,1666,18246,5,5,2,33,1,1,16.0455
138,20080101,1666,18252,5,5,2,41,1,1,16.0455
139,20080101,1666,18253,5,5,2,33,1,1,16.0455
140,20080101,1666,18262,5,5,2,5,1,1,16.0455
141,20080101,1666,18275,5,5,2,36,1,1,16.0455
142,20080101,1666,18355,5,5,2,47,1,1,16.0455
143,20080101,1666,82,5,5,2,30,1,1,16.0455
144,20080101,1666,83,5,5,2,22,1,1,16.0455
145,20080101,1666,84,5,5,2,6,1,1,16.0455
146,20080101,1666,174,5,5,2,48,1,1,16.0455
147,20080101,1666,175,5,5,2,39,1,1,16.0455
148,20080101,1666,178,5,5,2,19,1,1,16.0455
149,20080101,2145,18813,3,4,4,1,1,1,123.405
150,20080101,744,18813,6,4,1,1,1,1,37.905
151,20080101,2053,18813,7,6,3,1,1,1,94.9905
152,20080101,2365,18813,8,3,1,1,1,1,379.9905
153,20080101,1270,18813,9,7,1,1,1,1,6.6025
154,20080101,1497,18813,10,1,5,1,1,1,253.65
155,20080101,1452,18813,11,8,5,1,1,1,278.35
156,20080101,2206,18813,12,3,4,1,1,1,604.1905
157,20080101,1552,18813,10,3,5,1,1,1,378.1
158,20080101,956,18813,13,4,6,1,1,1,188.1
159,20080101,755,18813,6,4,1,1,1,1,24.225
160,20080101,2382,18813,8,6,1,1,1,1,104.4905
161,20080101,1253,18813,9,3,1,1,1,1,18.9905
162,20080101,1230,18813,14,6,7,1,1,1,1453.5
163,20080101,1322,18813,15,4,1,1,1,1,31.3405
164,20080101,929,18813,6,4,8,1,1,1,32.2905
165,20080101,1261,18813,9,1,1,1,1,1,35.1405
166,20080101,933,18813,6,1,8,1,1,1,52.25
167,20080101,2290,18813,12,3,9,1,1,1,113.9905
168,20080101,2345,18813,12,6,3,1,1,1,218.4905
169,20080101,1646,18813,16,4,1,1,1,1,151.9905
170,20080101,1010,18813,13,9,6,1,1,1,177.555
171,20080101,300,18813,17,4,8,1,1,1,208.05
172,20080101,1186,18813,14,9,7,1,1,1,817.0
173,20080101,2173,18813,3,3,7,1,1,1,154.85
174,20080101,2104,18813,18,3,1,1,1,1,244.625
175,20080101,1553,18813,10,3,5,1,1,1,254.6
176,20080101,1628,18813,16,4,1,1,1,1,13.1955
177,20080101,1164,18813,14,4,7,1,1,1,171.0
178,20080101,949,18813,13,4,6,1,1,1,254.6
179,20080101,186,18813,19,3,8,1,1,1,85.405
180,20080101,2235,18813,12,4,10,1,1,1,96.8905
181,20080101,1593,18813,16,10,8,1,1,1,13.1955
182,20080101,2493,18813,1,10,1,1,1,1,23.7405
183,20080101,572,18824,20,3,9,49,1,1,180.5
184,20080101,592,18824,20,1,1,49,1,1,474.05
185,20080101,709,18840,21,1,9,50,1,1,110.2
186,20080101,683,18840,21,11,9,50,1,1,122.55
187,20080101,683,18841,21,11,9,24,1,1,122.55
188,20080101,736,18841,21,12,9,24,1,1,112.1
189,20080101,7,19036,22,6,1,51,1,1,20.4915
190,20080101,7,19036,22,6,1,51,1,2,20.4915
191,20080101,683,18841,21,11,9,24,1,2,122.55
192,20080101,736,18841,21,12,9,24,1,2,112.1
193,20080101,709,18840,21,1,9,50,1,2,110.2
194,20080101,572,18824,20,3,9,49,1,2,180.5
195,20080101,2145,18813,3,4,4,1,1,2,123.405
196,20080101,2124,17164,3,3,1,52,1,2,422.75
197,20080101,1270,18813,9,7,1,1,1,2,6.6025
198,20080101,1763,4750,2,2,2,53,1,2,94.7625
199,20080101,1452,18813,11,8,5,1,1,2,278.35
200,20080101,2206,18813,12,3,4,1,1,2,604.1905
201,20080101,1552,18813,10,3,5,1,1,2,378.1
202,20080101,1253,18813,9,3,1,1,1,2,18.9905
203,20080101,1230,18813,14,6,7,1,1,2,1453.5
204,20080101,1322,18813,15,4,1,1,1,2,31.3405
205,20080101,1261,18813,9,1,1,1,1,2,35.1405
206,20080101,933,18813,6,1,8,1,1,2,52.25
207,20080101,1776,15268,2,2,2,54,1,2,40.85
208,20080101,2290,18813,12,3,9,1,1,2,113.9905
209,20080101,1010,18813,13,9,6,1,1,2,177.555
210,20080101,1186,18813,14,9,7,1,1,2,817.0
211,20080101,2173,18813,3,3,7,1,1,2,154.85
212,20080101,2104,18813,18,3,1,1,1,2,244.625
213,20080101,1553,18813,10,3,5,1,1,2,254.6
214,20080101,1628,18813,16,4,1,1,1,2,13.1955
215,20080101,1666,14157,5,5,2,6,1,2,16.0455
216,20080101,1666,15059,5,5,2,42,1,2,16.0455
217,20080101,1666,15106,5,5,2,28,1,2,16.0455
218,20080101,949,18813,13,4,6,1,1,2,254.6
219,20080101,186,18813,19,3,8,1,1,2,85.405
220,20080101,2235,18813,12,4,10,1,1,2,96.8905
221,20080101,1666,18223,5,5,2,32,1,2,16.0455
222,20080101,1666,18254,5,5,2,13,1,2,16.0455
223,20080101,2493,18813,1,10,1,1,1,2,23.7405
224,20080101,2492,18813,1,1,1,1,1,2,23.7405
225,20080101,2492,18813,1,1,1,1,1,3,23.7405
226,20080101,744,18813,6,4,1,1,1,3,37.905
227,20080101,2053,18813,7,6,3,1,1,3,94.9905
228,20080101,2365,18813,8,3,1,1,1,3,379.9905
229,20080101,1497,18813,10,1,5,1,1,3,253.65
230,20080101,956,18813,13,4,6,1,1,3,188.1
231,20080101,2382,18813,8,6,1,1,1,3,104.4905
232,20080101,1253,18813,9,3,1,1,1,3,18.9905
233,20080101,1230,18813,14,6,7,1,1,3,1453.5
234,20080101,929,18813,6,4,8,1,1,3,32.2905
235,20080101,1776,15273,2,2,2,14,1,3,40.85
236,20080101,2345,18813,12,6,3,1,1,3,218.4905
237,20080101,1646,18813,16,4,1,1,1,3,151.9905
238,20080101,1010,18813,13,9,6,1,1,3,177.555
239,20080101,300,18813,17,4,8,1,1,3,208.05
240,20080101,197,17606,4,4,3,55,1,3,284.905
241,20080101,1628,18813,16,4,1,1,1,3,13.1955
242,20080101,1666,14065,5,5,2,32,1,3,16.0455
243,20080101,1666,14177,5,5,2,56,1,3,16.0455
244,20080101,1666,14293,5,5,2,19,1,3,16.0455
245,20080101,1164,18813,14,4,7,1,1,3,171.0
246,20080101,1666,16643,5,5,2,43,1,3,16.0455
247,20080101,186,18813,19,3,8,1,1,3,85.405
248,20080101,2235,18813,12,4,10,1,1,3,96.8905
249,20080101,1666,17259,5,5,2,13,1,3,16.0455
250,20080101,1666,17270,5,5,2,55,1,3,16.0455
251,20080101,1666,18046,5,5,2,23,1,3,16.0455
252,20080101,2493,18813,1,10,1,1,1,3,23.7405
253,20080101,592,18824,20,1,1,49,1,3,474.05
254,20080101,683,18840,21,11,9,50,1,3,122.55
255,20080101,736,18841,21,12,9,24,1,3,112.1
256,20080101,2492,18813,1,1,1,1,1,4,23.7405
257,20080101,2493,18813,1,10,1,1,1,4,23.7405
258,20080101,2145,18813,3,4,4,1,1,4,123.405
259,20080101,744,18813,6,4,1,1,1,4,37.905
260,20080101,2053,18813,7,6,3,1,1,4,94.9905
261,20080101,2124,17159,3,3,1,16,1,4,422.75
262,20080101,2365,18813,8,3,1,1,1,4,379.9905
263,20080101,1270,18813,9,7,1,1,1,4,6.6025
264,20080101,1497,18813,10,1,5,1,1,4,253.65
265,20080101,1452,18813,11,8,5,1,1,4,278.35
266,20080101,2206,18813,12,3,4,1,1,4,604.1905
267,20080101,1552,18813,10,3,5,1,1,4,378.1
268,20080101,956,18813,13,4,6,1,1,4,188.1
269,20080101,755,18813,6,4,1,1,1,4,24.225
270,20080101,2382,18813,8,6,1,1,1,4,104.4905
271,20080101,1763,4780,2,2,2,53,1,4,94.7625
272,20080101,1322,18813,15,4,1,1,1,4,31.3405
273,20080101,929,18813,6,4,8,1,1,4,32.2905
274,20080101,1261,18813,9,1,1,1,1,4,35.1405
275,20080101,2290,18813,12,3,9,1,1,4,113.9905
276,20080101,2345,18813,12,6,3,1,1,4,218.4905
277,20080101,1646,18813,16,4,1,1,1,4,151.9905
278,20080101,300,18813,17,4,8,1,1,4,208.05
279,20080101,1186,18813,14,9,7,1,1,4,817.0
280,20080101,2173,18813,3,3,7,1,1,4,154.85
281,20080101,2104,18813,18,3,1,1,1,4,244.625
282,20080101,1553,18813,10,3,5,1,1,4,254.6
283,20080101,1666,14173,5,5,2,20,1,4,16.0455
284,20080101,1666,15098,5,5,2,13,1,4,16.0455
285,20080101,1666,15540,5,5,2,15,1,4,16.0455
286,20080101,1666,15690,5,5,2,16,1,4,16.0455
287,20080101,1666,16459,5,5,2,16,1,4,16.0455
288,20080101,1666,16617,5,5,2,36,1,4,16.0455
289,20080101,1666,16628,5,5,2,54,1,4,16.0455
290,20080101,1666,16663,5,5,2,12,1,4,16.0455
291,20080101,1666,17078,5,5,2,5,1,4,16.0455
292,20080101,192,5970,4,4,3,38,1,4,569.05
293,20080101,1666,18238,5,5,2,18,1,4,16.0455
294,20080101,1666,18247,5,5,2,19,1,4,16.0455
295,20080101,1593,18813,16,10,8,1,1,4,13.1955
296,20080101,572,18824,20,3,9,49,1,4,180.5
297,20080101,709,18840,21,1,9,50,1,4,110.2
298,20080101,7,19036,22,6,1,51,1,4,20.4915
299,20080103,1728,11805,2,2,2,57,2,1,63.84
300,20080103,1728,11807,2,2,2,58,2,1,63.84
301,20080103,1728,11810,2,2,2,59,2,1,63.84
302,20080103,1728,11811,2,2,2,60,2,1,63.84
303,20080103,249,9846,4,4,1,58,2,1,159.2
304,20080103,249,9848,4,4,1,61,2,1,159.2
305,20080103,279,9855,4,13,1,59,2,1,239.2
306,20080103,1884,6112,23,12,1,62,2,1,1454.4
307,20080103,1884,6114,23,12,1,63,2,1,1454.4
308,20080103,1884,6195,23,12,1,64,2,1,1454.4
309,20080103,1840,6199,23,6,3,57,2,1,1279.2
310,20080103,1840,6200,23,6,3,62,2,1,1279.2
311,20080103,1840,6201,23,6,3,65,2,1,1279.2
312,20080103,1840,6202,23,6,3,59,2,1,1279.2
313,20080103,1819,9057,2,2,2,62,2,1,25.6
314,20080103,1594,4668,16,10,8,60,2,1,7.992
315,20080103,1594,4673,16,10,8,60,2,1,7.992
316,20080103,1594,4681,16,10,8,66,2,1,7.992
317,20080103,379,9894,24,3,4,67,2,2,260.8
318,20080103,1884,6115,23,12,1,68,2,2,1454.4
319,20080103,1819,9044,2,2,2,69,2,2,25.6
320,20080103,1840,6198,23,6,3,70,2,2,1279.2
321,20080103,1728,11806,2,2,2,71,2,3,63.84
322,20080103,1728,11816,2,2,2,57,2,3,63.84
323,20080103,1594,4675,16,10,8,72,2,3,7.992
324,20080106,1689,12275,5,5,8,10,1,1,4.731
325,20080106,1689,12277,5,5,8,2,1,1,4.731
326,20080106,1689,12278,5,5,8,34,1,1,4.731
327,20080106,1689,12279,5,5,8,45,1,1,4.731
328,20080106,1689,12328,5,5,8,46,1,1,4.731
329,20080106,1689,12380,5,5,8,73,1,1,4.731
330,20080106,1689,12518,5,5,8,3,1,1,4.731
331,20080106,1689,12550,5,5,8,41,1,1,4.731
332,20080106,1689,12559,5,5,8,54,1,1,4.731
333,20080106,1689,12565,5,5,8,9,1,1,4.731
334,20080106,1689,12667,5,5,8,74,1,1,4.731
335,20080106,1689,12668,5,5,8,53,1,1,4.731
336,20080106,1689,12688,5,5,8,14,1,1,4.731
337,20080106,1689,12689,5,5,8,56,1,1,4.731
338,20080106,1689,12693,5,5,8,7,1,1,4.731
339,20080106,1689,12694,5,5,8,13,1,1,4.731
340,20080106,1689,12695,5,5,8,48,1,1,4.731
341,20080106,1689,12696,5,5,8,15,1,1,4.731
342,20080106,1689,12698,5,5,8,75,1,1,4.731
343,20080106,1689,12699,5,5,8,12,1,1,4.731
344,20080106,1689,12700,5,5,8,42,1,1,4.731
345,20080106,1689,12701,5,5,8,76,1,1,4.731
346,20080106,1689,12787,5,5,8,8,1,1,4.731
347,20080106,1689,12788,5,5,8,16,1,1,4.731
348,20080106,1689,12790,5,5,8,30,1,1,4.731
349,20080106,1689,12791,5,5,8,76,1,1,4.731
350,20080106,1689,12792,5,5,8,4,1,1,4.731
351,20080106,1689,12793,5,5,8,29,1,1,4.731
352,20080106,1689,12795,5,5,8,46,1,1,4.731
353,20080106,1757,4839,2,2,2,22,1,1,53.105
354,20080106,1757,4840,2,2,2,38,1,1,53.105
355,20080106,1757,5219,2,2,2,7,1,1,53.105
356,20080106,1757,5223,2,2,2,16,1,1,53.105
357,20080106,1757,5224,2,2,2,39,1,1,53.105
358,20080106,197,18328,4,4,3,53,1,1,284.905
359,20080106,197,18330,4,4,3,77,1,1,284.905
360,20080106,197,18335,4,4,3,4,1,1,284.905
361,20080106,1874,5083,23,3,1,8,1,1,1727.1
362,20080106,1874,5085,23,3,1,78,1,1,1727.1
363,20080106,1874,5088,23,3,1,16,1,1,1727.1
364,20080106,1874,5089,23,3,1,3,1,1,1727.1
365,20080106,1857,5846,23,6,11,26,1,1,2520.255
366,20080106,1857,5853,23,6,11,15,1,1,2520.255
367,20080106,1857,5854,23,6,11,28,1,1,2520.255
368,20080106,1857,5855,23,6,11,35,1,1,2520.255
369,20080106,1857,5862,23,6,11,18,1,1,2520.255
370,20080106,1857,5863,23,6,11,31,1,1,2520.255
371,20080106,1857,5866,23,6,11,45,1,1,2520.255
372,20080106,1830,5073,23,1,3,3,1,1,1519.05
373,20080106,1830,5075,23,1,3,79,1,1,1519.05
374,20080106,1830,5076,23,1,3,4,1,1,1519.05
375,20080106,1830,5077,23,1,3,14,1,1,1519.05
376,20080106,1830,5078,23,1,3,12,1,1,1519.05
377,20080106,1830,5080,23,1,3,27,1,1,1519.05
378,20080106,1830,5081,23,1,3,54,1,1,1519.05
379,20080106,1824,4261,2,2,2,24,1,1,30.4
380,20080106,1824,4277,2,2,2,44,1,1,30.4
381,20080106,1824,4278,2,2,2,54,1,1,30.4
382,20080106,1824,4279,2,2,2,21,1,1,30.4
383,20080106,1824,4425,2,2,2,41,1,1,30.4
384,20080106,1824,4520,2,2,2,3,1,1,30.4
385,20080106,1824,4814,2,2,2,34,1,1,30.4
386,20080106,1824,4820,2,2,2,79,1,1,30.4
387,20080106,1824,4821,2,2,2,80,1,1,30.4
388,20080106,1824,4825,2,2,2,28,1,1,30.4
389,20080106,1692,12796,5,4,8,45,1,1,6.6405
390,20080106,1692,12797,5,4,8,34,1,1,6.6405
391,20080106,1692,12798,5,4,8,54,1,1,6.6405
392,20080106,1692,12801,5,4,8,43,1,1,6.6405
393,20080106,1692,12802,5,4,8,81,1,1,6.6405
394,20080106,1692,12803,5,4,8,81,1,1,6.6405
395,20080106,1692,12806,5,4,8,78,1,1,6.6405
396,20080106,1692,13238,5,4,8,82,1,1,6.6405
397,20080106,1692,13276,5,4,8,33,1,1,6.6405
398,20080106,1692,13448,5,4,8,2,1,1,6.6405
399,20080106,1692,13449,5,4,8,82,1,1,6.6405
400,20080106,1692,13450,5,4,8,56,1,1,6.6405
401,20080106,1692,13452,5,4,8,10,1,1,6.6405
402,20080106,1692,13491,5,4,8,53,1,1,6.6405
403,20080106,1692,13493,5,4,8,18,1,1,6.6405
404,20080106,1692,13619,5,4,8,24,1,1,6.6405
405,20080106,1692,13620,5,4,8,44,1,1,6.6405
406,20080106,1692,13621,5,4,8,22,1,1,6.6405
407,20080106,1692,13649,5,4,8,17,1,1,6.6405
408,20080106,1692,13652,5,4,8,83,1,1,6.6405
409,20080106,1692,13653,5,4,8,84,1,1,6.6405
410,20080106,1692,13738,5,4,8,79,1,1,6.6405
411,20080106,1692,13741,5,4,8,8,1,1,6.6405
412,20080106,1692,13742,5,4,8,4,1,1,6.6405
413,20080106,1692,13744,5,4,8,1,1,1,6.6405
414,20080106,1692,13746,5,4,8,33,1,1,6.6405
415,20080106,1143,18813,25,12,7,1,1,1,311.6
416,20080106,2337,18813,12,11,3,1,1,1,218.4905
417,20080106,413,18813,24,1,9,1,1,1,569.05
418,20080106,1230,18813,14,6,7,1,1,1,1453.5
419,20080106,1195,18813,14,11,7,1,1,1,622.25
420,20080106,1170,18813,14,1,7,1,1,1,601.35
421,20080106,328,18813,17,13,8,1,1,1,246.05
422,20080106,1037,18813,13,14,6,1,1,1,179.075
423,20080106,899,18813,6,3,8,1,1,1,41.8
424,20080106,753,18813,6,4,1,1,1,1,10.925
425,20080106,2349,18813,8,1,1,1,1,1,436.9905
426,20080106,854,18813,6,13,1,1,1,1,122.55
427,20080106,902,18813,6,11,8,1,1,1,41.8
428,20080106,1568,18813,10,1,5,1,1,1,266.0
429,20080106,743,18813,6,4,1,1,1,1,12.3025
430,20080106,2040,18813,7,10,3,1,1,1,132.9905
431,20080106,1268,18813,9,1,1,1,1,1,47.462
432,20080106,719,18841,21,1,9,24,1,1,216.6
433,20080106,122,18784,26,3,4,85,1,1,265.9905
434,20080106,2505,18813,1,10,1,1,1,1,9.4905
435,20080106,1143,18813,25,12,7,1,1,2,311.6
436,20080106,2337,18813,12,11,3,1,1,2,218.4905
437,20080106,413,18813,24,1,9,1,1,2,569.05
438,20080106,1230,18813,14,6,7,1,1,2,1453.5
439,20080106,1195,18813,14,11,7,1,1,2,622.25
440,20080106,1689,12692,5,5,8,8,1,2,4.731
441,20080106,1689,12794,5,5,8,29,1,2,4.731
442,20080106,1692,12800,5,4,8,2,1,2,6.6405
443,20080106,1692,13500,5,4,8,37,1,2,6.6405
444,20080106,1692,13618,5,4,8,29,1,2,6.6405
445,20080106,1170,18813,14,1,7,1,1,2,601.35
446,20080106,197,18336,4,4,3,10,1,2,284.905
447,20080106,328,18813,17,13,8,1,1,2,246.05
448,20080106,1037,18813,13,14,6,1,1,2,179.075
449,20080106,1830,5079,23,1,3,17,1,2,1519.05
450,20080106,899,18813,6,3,8,1,1,2,41.8
451,20080106,753,18813,6,4,1,1,1,2,10.925
452,20080106,2349,18813,8,1,1,1,1,2,436.9905
453,20080106,854,18813,6,13,1,1,1,2,122.55
454,20080106,1874,5087,23,3,1,2,1,2,1727.1
455,20080106,743,18813,6,4,1,1,1,2,12.3025
456,20080106,2040,18813,7,10,3,1,1,2,132.9905
457,20080106,1857,5861,23,6,11,41,1,2,2520.255
458,20080106,1268,18813,9,1,1,1,1,2,47.462
459,20080106,2505,18813,1,10,1,1,1,2,9.4905
460,20080106,1824,4260,2,2,2,12,1,3,30.4
461,20080106,2337,18813,12,11,3,1,1,3,218.4905
462,20080106,1824,4822,2,2,2,26,1,3,30.4
463,20080106,413,18813,24,1,9,1,1,3,569.05
464,20080106,1230,18813,14,6,7,1,1,3,1453.5
465,20080106,1689,12276,5,5,8,39,1,3,4.731
466,20080106,1689,12329,5,5,8,44,1,3,4.731
467,20080106,1689,12520,5,5,8,45,1,3,4.731
468,20080106,1689,12697,5,5,8,53,1,3,4.731
469,20080106,1692,12805,5,4,8,53,1,3,6.6405
470,20080106,1692,13237,5,4,8,84,1,3,6.6405
471,20080106,1692,13651,5,4,8,6,1,3,6.6405
472,20080106,1692,13737,5,4,8,76,1,3,6.6405
473,20080106,753,18813,6,4,1,1,1,3,10.925
474,20080106,2349,18813,8,1,1,1,1,3,436.9905
475,20080106,854,18813,6,13,1,1,1,3,122.55
476,20080106,1757,5016,2,2,2,36,1,3,53.105
477,20080106,1757,5222,2,2,2,29,1,3,53.105
478,20080106,902,18813,6,11,8,1,1,3,41.8
479,20080106,1568,18813,10,1,5,1,1,3,266.0
480,20080106,1857,5867,23,6,11,17,1,3,2520.255
481,20080106,1268,18813,9,1,1,1,1,3,47.462
482,20080106,719,18841,21,1,9,24,1,3,216.6
483,20080106,2505,18813,1,10,1,1,1,3,9.4905
484,20080106,1143,18813,25,12,7,1,1,4,311.6
485,20080106,1824,4280,2,2,2,13,1,4,30.4
486,20080106,1195,18813,14,11,7,1,1,4,622.25
487,20080106,1689,12281,5,5,8,25,1,4,4.731
488,20080106,1689,12789,5,5,8,12,1,4,4.731
